Labels,"0,03","0,04","0,07","0,10","0,20","0,30","0,40","0,50","0,60","0,70","0,80","0,90","1,00","1,10","1,20","1,30","1,40","1,60","1,80","2,00","2,20","2,40","2,60","3,00","4,00","5,00","6,00","6,50","7,00","7,50","8,00","8,50","9,00","10,00","11,00","12,00","13,00","14,00","15,00","16,00","17,00","18,00","19,00","20,00","22,00","25,00","28,00","32,00","36,00","38,00","40,00","45,00","50,00","53,00","56,00","63,00","71,00","75,00","80,00","85,00","90,00","95,00","100,00","106,00","112,00","125,00","130,00","140,00","145,00","150,00","160,00","170,00","180,00","190,00","200,00","212,00","242,00","250,00","300,00","400,00","500,00","600,00","700,00","800,00","900,00","1000,00","1100,00","1200,00","1300,00","1400,00","1500,00","1600,00","1700,00","1800,00","1900,00","2000,00","2100,00","2200,00","2300,00","2400,00","2500,00"
ACG-LP,7.063233563224263e-18,8.815498128156288e-16,4.311025692496724e-12,5.227526348105149e-10,1.484692656338567e-6,6.711682300631959e-5,0.0006884527464737547,0.0033785907677316707,0.010781227272772831,0.02607780326815635,0.05213475797380132,0.09084481008505543,0.1428373276348767,0.20751715796718972,0.283308365513334,0.3679818054555831,0.45898072216217933,0.6496755685400744,0.8371502018310295,1.0086983169693795,1.1577305185398903,1.2827718200831593,1.3859300014168285,1.5443424508419448,1.880608570232869,2.3783865127875274,3.023355956375936,3.3540449399641936,3.6660124056129657,3.9460340788783297,4.185312446516581,4.379033887634324,4.5256488311180325,4.683064642609168,4.682629073805237,4.560803292571771,4.35475986403639,4.097075772039276,3.8138041484294907,3.5243936165020253,3.242471911057447,2.9769283484259113,2.7330015925115676,2.513240215849408,2.1475218717908984,1.7636606680742553,1.5280531877254944,1.3533647122413075,1.2574617346548966,1.2220321776307739,1.189731626171679,1.1099647398950925,1.0223581390738277,0.9656597899833625,0.9069384068998907,0.7682553691367985,0.6189024619237296,0.5511381396700719,0.4741531320802888,0.4059938027836283,0.3464062709476871,0.29480725154706156,0.2504462665168926,0.20562727081632004,0.1686899418655881,0.10985638886424362,0.09322434971846474,0.06729017231641819,0.05725048728375909,0.04876101447521361,0.03549556396665178,0.02596737377419149,0.01909554612603595,0.01411666381496648,0.01049151085425746,0.007399239649990189,0.0031920263766780656,0.002570113061437337,0.0007083924027392546,7.184795971193826e-5,9.820813709586532e-6,1.6804898008176344e-6,3.4253451191265565e-7,8.033391253640936e-8,2.1140947651467218e-8,6.126893649900094e-9,1.9275174959295025e-9,6.50867479535769e-10,2.3377407954523656e-10,8.865727787545054e-11,3.5286553495248945e-11,1.4664817811769064e-11,6.336570183526024e-12,2.8363056304801034e-12,1.311008863556856e-12,6.24059790253468e-13,3.0519619464777983e-13,1.5302210919707033e-13,7.85139545752114e-14,4.1156854450499237e-14,2.2009073340726855e-14
ACG-RM,1.2520053468796033e-17,1.504879962723667e-15,6.839672219669544e-12,7.915580171493304e-10,2.053216232688414e-6,8.802138648425781e-5,0.0008695232828093495,0.004144358418432729,0.012912756040818067,0.03060858165619354,0.060128512073249554,0.1031601722841161,0.15995430103627553,0.22945248492403672,0.3096123802015017,0.39779342200963863,0.491114680194399,0.6820874309546147,0.8635225136702409,1.0229701915974416,1.1546200819597066,1.2579278035944814,1.3358757549028963,1.436235645402528,1.6039320575824845,1.9320923507880061,2.4409701282272676,2.7236524947755085,3.002727263436843,3.265007052423624,3.5009674306153955,3.7045442817941137,3.8726280822275854,4.101021370085547,4.197996500691049,4.188666295795021,4.101448545867219,3.962638761278214,3.7940383272281335,3.6123783548690724,3.4296708684052803,3.2539543208745947,3.0901352961273743,2.9407764843425364,2.68786504340393,2.410288319744597,2.2190892886132825,2.034134522958509,1.8779590843277338,1.8017314529029698,1.7248435162066043,1.5285840573194778,1.3314628755572562,1.2164631514344577,1.1060168979174672,0.8723065109576544,0.652631099091519,0.5616734893915443,0.46414336611111445,0.38265339552565286,0.315035136528603,0.25920137341910104,0.21325286897438891,0.168831650325489,0.13382304501422712,0.08137706755884841,0.0673876034309625,0.046444039328285044,0.0386594187519913,0.03223814867992591,0.02254243491044748,0.01587986347390208,0.01126894405705053,0.008054782447755085,0.005798053407989057,0.00394337128800688,0.0015665542837373489,0.0012360446213501664,0.0003041188156963776,2.5785754221874176e-5,3.0673635163959158e-6,4.6853982121633356e-7,8.676139080055365e-8,1.8724445263993755e-8,4.5791129904897106e-9,1.2428069263510341e-9,3.6845637384689143e-10,1.178552847523164e-10,4.027227735767467e-11,1.4584198100644558e-11,5.560566709449198e-12,2.2198967008798766e-12,9.236662910348183e-13,3.9898449652099755e-13,1.7831453614232135e-13,8.221207796262288e-14,3.900262045759797e-14,1.8997132003814133e-14,9.481110954835651e-15,4.839993538738511e-15,2.5232745918873904e-15
AML-LY,3.288787077150422e-13,1.8127242743552152e-11,1.808120028377732e-8,7.960664742427607e-7,0.0003162337879354816,0.004545777107190344,0.020846891830802797,0.05539324179037857,0.10854133709621723,0.17660571472478423,0.25483730988929093,0.33920291899761074,0.42688703079531154,0.5161096412318128,0.6057456546687076,0.6949899864803741,0.7831433713347853,0.9533827883564565,1.1108474838676163,1.2506089171685986,1.3694283316920002,1.466186410635333,1.5417287861325881,1.6393982383307233,1.7315947784456092,1.848542794800203,2.0672709337747244,2.1977991383074733,2.329177713780167,2.452922882876622,2.562672496105256,2.6542482405558054,2.725419902068261,2.8051886647264874,2.8092427221924,2.754146944267851,2.658889018318478,2.541071087775921,2.4152166181615655,2.2923301767616335,2.1801092153970956,2.0834389136568707,2.004963758686948,1.9456314784969218,1.8824440697642886,1.9028543095782295,2.012954640293999,2.213457445893314,2.401356735357052,2.4759699918981446,2.5339875210451295,2.6024744789367227,2.5706153440465838,2.5126262596115168,2.4323604133408687,2.1877598699990513,1.8651464818176633,1.703134292684926,1.5084666912148654,1.3269381503824988,1.1610861493379492,1.0118297232443987,0.8790270181423109,0.7402336006799257,0.6219314853662999,0.4247106704692233,0.36656110296287137,0.2731756104475565,0.23595764797348223,0.2039235663453646,0.15262761465179384,0.11460812717981843,0.08637683534758253,0.06535754644852612,0.04965703434721609,0.03590959201115404,0.016398381167700725,0.013389323912993755,0.003991324386728396,0.0004581003840078921,6.892047830255363e-5,1.275471711138447e-5,2.7778878197812906e-6,6.899786885698604e-7,1.9100636412564977e-7,5.792038458271625e-8,1.8983707288759136e-8,6.654535330314304e-9,2.4737917397846265e-9,9.68534172218932e-10,3.9708980340241426e-10,1.6966943222384125e-10,7.524852921462379e-11,3.4519666087926587e-11,1.6330968643751082e-11,7.947077813296704e-12,3.9688808925303746e-12,2.0301449740157925e-12,1.0617384759408475e-12,5.668361050478667e-13,3.0848734448723317e-13
AML-PT,3.0421780762277125e-16,2.8450022027171226e-14,7.935740178271587e-11,6.728172864347579e-9,9.533026859855333e-6,0.0002869297306426035,0.0022055346484722866,0.008654471613443364,0.023009404193414004,0.047712700382090245,0.08351535359089929,0.1295082939859566,0.18360872667973352,0.24315935507849273,0.3054394114034898,0.3680142781482629,0.4289259532949432,0.5406208349274334,0.6350647904297978,0.7126619062171078,0.7769547158436129,0.8324932694716927,0.8835284479188963,0.9842691974292103,1.2706601834546905,1.5495718693350538,1.7383049034775824,1.7940711659365602,1.8292120266358565,1.8496809546967783,1.8617393230219246,1.8712437124005479,1.8832414599279628,1.9299163848437875,2.0222991155131727,2.16731270185296,2.3622248433266573,2.5984647614376577,2.864621907812289,3.1485463446419333,3.4386874660389704,3.724857226469072,3.9985890221127596,4.253229158099364,4.687145721068195,5.118485038302836,5.2889187645352935,5.186027675659672,4.829137864690187,4.593979004148364,4.337602802762745,3.6627734420632687,3.012729799219165,2.6561300210217564,2.3305116443256475,1.6954995016882346,1.1637433160534232,0.9618347303379676,0.7574332324533778,0.5965768644981558,0.47032985473537137,0.3713624222517771,0.2937860056426797,0.22243108693024047,0.16900666735130462,0.094438761573058,0.07587359333427214,0.049384996192953626,0.04000806183513913,0.03250009436410259,0.021619555063038694,0.01453214548555138,0.00986646929078382,0.00676336086306654,0.004678973119294743,0.0030419241937566137,0.0010907562542330832,0.0008392290949300222,0.00017929960895703812,1.216652738860637e-5,1.2176004042679347e-6,1.614980761565717e-7,2.654012428469575e-8,5.165063658671908e-9,1.1530147467432962e-9,2.8841770964212393e-10,7.942354163965614e-11,2.3749158994061458e-11,7.627550442007905e-12,2.6081776658008236e-12,9.426917789276019e-13,3.579955116375774e-13,1.4212497444139964e-13,5.87337301137324e-14,2.5172955638921343e-14,1.1154033002183513e-14,5.095429375321957e-15,2.3940281090821054e-15,1.1543838492000159e-15,5.701931263969364e-16,2.8801313623983345e-16
AND-LN,6.805180698510013e-17,7.4280302686759e-15,2.798822456225671e-11,2.8742314213425853e-9,5.910323323070461e-6,0.0002211891089674421,0.0019842388480772184,0.008775998874269811,0.025722973759103294,0.057903034765295604,0.10876392786894414,0.17936579261678157,0.26843145399850155,0.37288442393003396,0.48855551794023594,0.6108480262669562,0.7352607308991932,0.9748995414434258,1.183334214915231,1.3477600717454654,1.4647667356027956,1.5373149871904166,1.5719545176248055,1.5598117591104927,1.3717542901955702,1.3017856239831918,1.4128197004536935,1.5103128942506963,1.61987308706224,1.7319235685407124,1.8393372885824368,1.9372945254650582,2.0229391595435784,2.153280967039275,2.2320735932828115,2.2702635463749345,2.28162061972353,2.279188043951333,2.2736523671849254,2.272856110641267,2.2819206748778456,2.3036486919643653,2.339015422584005,2.387648382442557,2.5189341889771035,2.7691938858212817,3.031423783765856,3.3239736612966406,3.502872922666012,3.545093387061059,3.55724758943959,3.4736635564852314,3.2680168395337614,3.1068987948897946,2.928876867706853,2.4873347310892697,1.999533120821285,1.7771775538872643,1.5247060171775089,1.3016655508886121,1.1072615410705804,0.9394875482327574,0.795751921568119,0.6510860869827793,0.532347044098904,0.34433132190055366,0.2914823348820215,0.209412797662591,0.17777245203631933,0.1510853535984426,0.10953123933646376,0.0798197630582148,0.0584825741515883,0.04308465366406489,0.03191542938605301,0.02242470070142867,0.009592164961982891,0.007707178217203135,0.002099573120141657,0.00020904699155629693,2.816758608983691e-5,4.763759567535674e-6,9.614268469458849e-7,2.2355491439713793e-7,5.838787221951753e-8,1.6807306647271633e-8,5.255283871283188e-9,1.7646642891858912e-9,6.30568157607589e-10,2.380026847983931e-10,9.430858782748954e-11,3.903170479958003e-11,1.679976383594491e-11,7.492155253732473e-12,3.451043651635466e-12,1.637342460042528e-12,7.982350512894839e-13,3.9903186297012453e-13,2.0415483866242073e-13,1.0672526448943158e-13,5.692297054082424e-14
ARB-CH,1.0218946762691704e-13,5.996519178394791e-12,6.756392652401222e-9,3.215118799829193e-7,0.00014865397122314442,0.002338939029592858,0.011459804722213843,0.03212577106765593,0.06591285005739057,0.11172170484210787,0.1672861658487408,0.23029052484435814,0.2988240857071433,0.3714110508777902,0.4468774919653062,0.5242086882608875,0.6024555489605771,0.7580372155359855,0.9067393547782415,1.0429774730233203,1.1631592994451312,1.265879344379658,1.351660832280134,1.4810997207770726,1.6998289338574526,1.9779986756769457,2.3636820135329555,2.573216342487221,2.778015048127897,2.968239775751181,3.136639317064805,3.278567537955952,3.391684443731441,3.5310436475719267,3.565590266563056,3.517068174066057,3.4098904842851865,3.266579166942254,3.1057413313962643,2.94156262212014,2.7840950928145163,2.6398897822805396,2.5127197912946366,2.404264377798046,2.2431695495449993,2.120104903810343,2.0923123558371044,2.1203762256358782,2.1538304007497695,2.1596795175272194,2.1552729168309304,2.097156056435151,1.9806231616027339,1.8903870251884713,1.7901469187876136,1.5378193204949218,1.2526385529255155,1.1204352064346275,0.9686360108642916,0.8329933412983901,0.713528239913922,0.6094370219009861,0.5194683463125553,0.42810389685181904,0.3524292024210704,0.23109359489202394,0.19658354555910676,0.14254582912156397,0.12153991911832003,0.10373281092418671,0.07581142289557193,0.055667121003322446,0.041078926067580686,0.030468573416162978,0.022715211760110387,0.016077133041085673,0.0069918205790936,0.0056407439879415525,0.0015720994743986228,0.00016226592727617138,2.2483307028534932e-5,3.89017397146907e-6,8.004110361482156e-7,1.8925095609448105e-7,5.016232661556551e-8,1.4631174203689832e-8,4.6297449429216e-9,1.571635377295989e-9,5.6724649537816e-10,2.1609722623264025e-10,8.637103786278298e-11,3.603644127183785e-11,1.5628680855676554e-11,7.019922323266946e-12,3.255475159128494e-12,1.5545013283689037e-12,7.624896794838884e-13,3.833884081921038e-13,1.9724540851490813e-13,1.0366387880880432e-13,5.557331793528039e-14
AUC-BF1,2.4843588475981473e-16,2.371439018393132e-14,6.883810355163397e-11,5.986492904037857e-9,8.911402627013857e-6,0.0002760699153968146,0.002165774459061954,0.008632670238327821,0.02324150341263072,0.048690500519029574,0.08594218078285272,0.13416375462045493,0.19117420263467097,0.25405144691650056,0.3196806625767657,0.3851531106374716,0.4480056359890597,0.5587795627786938,0.6432417873681088,0.6997161678578473,0.7310207103272792,0.7421893651949749,0.7388869257848734,0.7095100746781023,0.6534011745610778,0.7207797236975044,0.8707130195393088,0.9537875583109444,1.0332042295277732,1.10482753058978,1.1663690121138979,1.2170013281930965,1.25697387079488,1.309356028871405,1.3357442784334825,1.350149802833936,1.3651631879429695,1.3906163479902405,1.4332969719298343,1.497190733313581,1.583944044270863,1.6933806473904414,1.8239890748790384,1.9733452158741112,2.316051037819843,2.8905162314296637,3.465323722528609,4.131040675238789,4.614830109152486,4.7809878342573855,4.897858670616632,4.995996506661919,4.871667423475763,4.720178292080683,4.528405797169175,3.9890429672504197,3.325345861877701,3.0046649876531175,2.628075750953795,2.284539133840811,1.9766413854463443,1.704254132760549,1.4656144725465992,1.2200225664013842,1.0138945219295243,0.677421366296838,0.5801252612579807,0.4259989630191678,0.36539707928033444,0.3136644541886094,0.23176415245810658,0.17194187837431513,0.12811975678988716,0.09590347475222948,0.07212387589990048,0.051554237304976526,0.022929606219832036,0.018601095101206094,0.005347019806408946,0.0005794926961816529,8.339034452566676e-5,1.4881710520687554e-5,3.143042847570306e-6,7.601688613861867e-7,2.0555333895629464e-7,6.103598820813512e-8,1.962834034951683e-8,6.7621812509140274e-9,2.4740135746580085e-9,9.54415742814726e-10,3.8595613748283837e-10,1.6280399299900683e-10,7.133629640346692e-11,3.2354175032904065e-11,1.514239351735447e-11,7.293719466656002e-12,3.6073259352897005e-12,1.8281703014615737e-12,9.476729886427355e-13,5.016647932847527e-13,2.708065011342305e-13
AUC-BF2,2.559270481978786e-16,2.4522801961942204e-14,7.171481736893077e-11,6.266224538669656e-9,9.413914009004538e-6,0.000293209371018486,0.002309027488110822,0.009230984248499875,0.024912757672262836,0.05229968538994987,0.09247984799618578,0.14460455205894987,0.2063600481834183,0.27461860595827525,0.3460311291519176,0.4174610830262709,0.4862471119102163,0.6082355923077131,0.7025132820902577,0.7672739592615447,0.8055820461156469,0.8228872684046926,0.8252901017346796,0.807392168304903,0.7852763616862436,0.8847043874728362,1.0494007100379734,1.1317703671378523,1.205678456445039,1.26794053658925,1.3173773102413016,1.3542806906386755,1.3799331572585587,1.4053071256185994,1.4108879924658364,1.4133784485338332,1.4261277620965513,1.458418534597251,1.5157153575030033,1.6003054468181583,1.7120339060539633,1.848993366566001,2.00811211739837,2.1856273737198335,2.5794357368554923,3.2077210783273387,3.8027847352628212,4.447091777893539,4.869365329882702,4.995635238463309,5.069388368847491,5.056564928228653,4.831019807889455,4.627740371142443,4.391963994326526,3.7800047094162523,3.077406439705225,2.750592138906363,2.3752483251845646,2.0400713715394345,1.745208708691418,1.4886479470572431,1.2672258762545414,1.042741427911179,0.8571411668140123,0.5603321112774186,0.4761293038051423,0.3445231096299284,0.2934590354168181,0.25022052514941895,0.1825306896898703,0.13379531754469992,0.09856982384912094,0.07299573997848414,0.054339649859046504,0.03839502071661306,0.016633677583414518,0.013406771100098174,0.003716783885045203,0.0003804373037450979,5.23719446940335e-5,9.013751774758165e-6,1.8463046190236423e-6,4.348529466330409e-7,1.1486689670390836e-7,3.34015117785811e-8,1.054000043682053e-8,3.568919557908166e-9,1.2851273621709474e-9,4.88526198647936e-10,1.9486583608572227e-10,8.115113604209599e-11,3.5132543103976177e-11,1.5754255809114614e-11,7.2945301367115e-12,3.477974621129857e-12,1.7035436237418741e-12,8.554032746791955e-13,4.395189332512993e-13,2.3070700716458567e-13,1.2353335632206152e-13
AUC-BF3,2.0742150179258556e-19,3.1515789645626713e-17,2.2596829737987557e-13,3.4968953501364295e-11,1.5953735992536416e-7,9.516230998071274e-6,0.00011883284955662241,0.0006792935248283167,0.002455387832132061,0.0065989646967280985,0.014452546071408338,0.02729148476857034,0.04610567015370508,0.0714693862913724,0.10350285255983825,0.14190495629045702,0.18602989142639687,0.28771944530580323,0.4001135515090001,0.5147584583623012,0.6247125841902678,0.7251489378478323,0.8133514253924587,0.9506842538928261,1.129987112174858,1.2541949371856487,1.4412808358667084,1.5608033816104723,1.6911076322337253,1.8259911397417774,1.9596088721754075,2.0870357721303856,2.2044935325283177,2.4001053115028843,2.5372989905616405,2.6185637481400366,2.652911252085402,2.6519860224394916,2.627558110429402,2.590126479078596,2.5482908643929836,2.5086035148864285,2.475691749256317,2.45251281598148,2.440639386236947,2.506220706372184,2.6437120713674074,2.8698152153492327,3.0752801505574148,3.1553157535058367,3.2161848412584773,3.279778279954991,3.2265029667298712,3.1489436752804805,3.045145064098253,2.735360681952172,2.331070273617656,2.128645208084296,1.8856310105480674,1.6591069759214165,1.4521531988503595,1.2658786610519162,1.1000945980143741,0.926769600207465,0.7789698665712659,0.5324031647528017,0.45965341774548685,0.3427591747628193,0.29614713794262326,0.2560140433509241,0.1917190781852117,0.1440359661811616,0.10860868630195511,0.08221747018898633,0.062494312134709566,0.04521557584984845,0.020671637318479843,0.016883198104177058,0.005040792859394025,0.0005799973679828059,8.74288035221066e-5,1.6205566696210525e-5,3.5341834379117674e-6,8.78847146447846e-7,2.435395173181154e-7,7.391799073725777e-8,2.424705393182279e-8,8.50596593992645e-9,3.164249560073817e-9,1.2396579282481054e-9,5.085523794109669e-10,2.174171579503439e-10,9.64754302904084e-11,4.4279298379018554e-11,2.095800186543954e-11,1.020325463225286e-11,5.097805021347069e-12,2.6086604035664685e-12,1.3648206762743982e-12,7.289134336584848e-13,3.968347209032847e-13
