0.03,0.04,0.07,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.6,1.8,2,2.2,2.4,2.6,3,4,5,6,6.5,7,7.5,8,8.5,9,10,11,12,13,14,15,16,17,18,19,20,22,25,28,32,36,38,40,45,50,53,56,63,71,75,80,85,90,95,100,106,112,125,130,140,145,150,160,170,180,190,200,212,242,250,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219783763218758,0.00613810509890224,0.0147975734332152,0.0242922985582536,0.0337870236832919,0.0527764739333687,0.134929087881305,0.262197402221433,0.418107147918791,0.497164509595889,0.576221871272986,0.655279232950084,0.734336594627182,0.813393956304279,0.892451317981377,1.05056604133557,1.20868076468977,1.36679548804396,1.52491021139816,1.68302493475235,1.84113965810655,1.99925438146074,2.15736910481494,2.31548382816913,2.47359855152333,2.63171327487752,2.94891465024736,3.42761780392389,3.82647909581157,4.33071952403195,4.73092216651379,4.9250645045848,5.05833788173399,5.20034397155513,5.16109294355679,5.02574314339798,4.82839871001502,4.34559744551651,3.69402612957738,3.23014234396314,2.79533342644298,2.37343487377824,2.00662614318381,1.64842343862457,1.35662157943304,1.09070893023032,0.848296940460812,0.518543171670849,0.404032707276634,0.254988684110791,0.187090073504926,0.149758192440625,0.0990401476042028,0.0703881471061428,0.0412849157835981,0.024817981652294,0.01574871921589,0.0108549407864566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
