0.03,0.04,0.07,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.6,1.8,2,2.2,2.4,2.6,3,4,5,6,6.5,7,7.5,8,8.5,9,10,11,12,13,14,15,16,17,18,19,20,22,25,28,32,36,38,40,45,50,53,56,63,71,75,80,85,90,95,100,106,112,125,130,140,145,150,160,170,180,190,200,212,242,250,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500
0,0,0,0,0,0,0,0.0708456060657271,0.228424643186885,0.461168130685693,0.84945061229416,1.26781243577546,1.64963738608794,2.01078858629023,2.37628623804291,2.7172435949457,3.06164909465866,3.71940893343686,4.36007286236127,5.01026531964814,5.37356046546551,5.92626264395505,6.41215798377099,6.93387142451409,7.3201948169362,6.99451634508204,6.31659143581801,5.93327145772821,5.33046968592,4.5894876543516,3.8485056227832,3.10752359121479,2.36654155964639,1.13400954670006,0.539984847972192,0.0899974746620318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
